cellID,totalCellDose,statisticalError,nucleusDose,statisticalError
21,1.95587e-08,2.94269e-08,4.51451e-08,8.84756e-08
23,1.2212e-07,2.39332e-07,0,0
28,1.58158e-07,3.09959e-07,0,0
64,2.51565e-07,1.38104e-07,1.00868e-06,6.48624e-07
121,1.17964e-07,1.25772e-07,3.33658e-07,3.3764e-07
123,1.16612e-07,1.0207e-07,5.07997e-07,3.8281e-07
132,1.67173e-07,1.77724e-07,5.94158e-07,7.98283e-07
245,2.40656e-08,2.14497e-08,1.92525e-07,1.71598e-07
299,5.54752e-08,6.61005e-08,2.99049e-07,4.23756e-07
305,1.32312e-07,2.24067e-07,3.78469e-07,6.68058e-07
343,3.9535e-09,7.74808e-09,3.1628e-08,6.19846e-08
358,1.84634e-08,2.98639e-08,0,0
385,2.37037e-07,2.98825e-07,4.54681e-07,3.35867e-07
389,4.60624e-09,9.02732e-09,3.68499e-08,7.22186e-08
407,6.2985e-08,6.22096e-08,1.72043e-07,1.73535e-07
410,8.30745e-08,7.83156e-08,2.53591e-07,2.51153e-07
418,8.84196e-08,1.24752e-07,8.68058e-08,1.70122e-07
423,6.18902e-08,5.10764e-08,3.57422e-07,3.0694e-07
513,1.48494e-07,1.27657e-07,1.31221e-07,1.20605e-07
544,2.06688e-07,2.55906e-07,4.29781e-07,6.04687e-07
546,1.84626e-07,2.54509e-07,1.01443e-06,1.82331e-06
555,5.70802e-09,1.11866e-08,4.56641e-08,8.94927e-08
581,3.83745e-08,4.10179e-08,1.11196e-07,1.75676e-07
603,1.90381e-08,2.63805e-08,1.52305e-07,2.11044e-07
625,2.74809e-08,3.66719e-08,8.23199e-08,1.15938e-07
633,1.42284e-07,2.0874e-07,6.0041e-08,7.76654e-08
640,3.23859e-08,6.347e-08,0,0
687,1.13451e-07,7.56223e-08,4.78114e-07,3.66452e-07
740,1.10598e-08,2.1675e-08,0,0
779,1.12293e-08,2.20072e-08,8.98344e-08,1.76058e-07
809,2.47386e-09,4.84827e-09,1.97909e-08,3.87862e-08
1014,7.80323e-08,1.03753e-07,3.59661e-07,5.73407e-07
