cellID,ratio_DSB_Gy_Gbp,ratio_DSB_Gy_Gbp_Std,ratio_SSB_Gy_Gbp,ratio_SSB_Gy_Gbp_Std
6,0,0,14.5287,38.4029
8,0,0,76.4152,211.791
14,2.63026,6.31322,170.967,338.844
17,9.27623,25.7098,176.248,488.486
30,0.719154,0.808586,55.2949,44.5199
95,0.984236,1.47568,52.1645,64.2419
116,0.703788,0.902812,42.4619,36.3042
143,0,0,16.8274,37.3995
206,1.99223,4.04325,48.3115,91.2479
214,1.89784,2.74897,101.64,97.9716
225,0.813532,0.718095,59.8259,41.9265
233,0,0,5.15408,14.285
295,0,0,23.7536,65.8351
296,1.30814,2.14326,31.3018,43.745
312,0,0,15.6565,32.7578
314,1.19325,1.24922,34.7448,35.2401
344,1.48004,1.63765,68.5753,54.6396
349,4.95901,13.7443,141.332,391.712
370,0.409765,0.416311,35.0576,24.7772
389,0,0,152.268,422.022
401,4.0553,9.37352,166.267,295.199
410,0.84208,0.845823,37.0515,26.8299
433,0,0,132.708,179.965
452,1.15981,0.651173,50.3669,23.7522
454,0,0,50.3664,127.132
534,0.478552,1.32635,7.17828,19.8952
556,1.94756,1.7782,68.6043,50.1875
570,4.99293,7.38764,112.697,163.848
573,0,0,120.501,333.977
611,0,0,88.8994,246.392
625,2.94966,7.60961,75.2164,169.201
631,0.240853,0.368176,37.3322,35.6113
647,0,0,233.331,646.696
655,1.33467,1.35492,61.4974,49.3107
704,0,0,231.404,641.354
770,0,0,25.6067,55.3959
772,0.846557,1.47661,62.363,80.6587
782,0,0,46.8998,110.618
816,0.983769,1.14653,50.0317,35.294
823,0.323604,0.485752,25.6294,27.4009
863,4.72654,13.1,104.772,290.383
886,1.57541,1.0464,60.4198,34.3352
909,0.933116,1.3561,57.1274,74.1701
1017,0.526133,0.824557,60.5053,77.8821
1045,0,0,47.7597,127.768
1059,2.68698,5.75309,93.1485,197.008
1207,0,0,19.2018,48.8476
1232,2.51613,3.04546,78.2098,58.2918
1246,0,0,121.015,202.207
1288,0,0,207.242,574.388
1375,0,0,110.684,231.65
1376,0.878674,2.08349,44.3731,76.2157
1413,4.89681,8.32469,173.837,294.48
1415,0,0,5.57183,15.108
1461,0,0,155.817,431.86
1472,0,0,216.924,601.222
1537,0,0,156.984,435.093
1554,5.24743,14.5437,167.918,465.398
1564,1.02078,2.1851,105.141,130.712
1603,0,0,51.2235,91.171
1684,0.878068,1.02734,66.5136,58.3392
1704,2.59582,3.83321,64.8955,93.2272
1735,0,0,59.8484,165.875
1759,0.567027,1.07474,21.9723,38.4024
1819,0,0,153.757,240.977
1867,0,0,98.625,273.347
2052,0,0,19.3777,27.2169
2076,0.995453,1.3389,52.2613,58.8441
2088,1.28357,3.09925,59.044,142.565
2098,6.0489,12.206,131.06,257.575
2111,0.898896,2.2305,41.1694,104.144
2124,6.50164,13.078,146.937,293.015
2173,1.10507,1.65841,70.5036,72.0428
2184,2.87799,6.00541,53.4826,99.333
2197,2.26216,5.46998,71.258,172.304
2198,0.862569,0.971135,53.2328,40.3111
2226,0,0,295.29,818.419
2235,2.73673,4.83211,85.7509,126.325
2240,1.96429,4.18975,88.3933,109.507
2247,2.31284,5.25483,79.2148,122.094
2259,0.267048,0.447485,32.0457,35.1863
2285,1.0329,2.48627,68.1711,164.094
2292,0,0,1.76831,3.88691
2342,0,0,83.8643,232.437
2370,1.11627,2.03059,73.6738,101.838
2390,0,0,135.396,268.701
2410,0,0,13.6122,33.009
2435,0.744929,1.1024,26.1967,24.3273
2453,6.75149,18.7123,155.284,430.383
2468,0,0,22.4307,42.044
2487,0.237882,0.550782,24.7397,42.106
2488,0.602711,0.803336,43.3952,38.929
2492,0.804289,1.81978,46.6487,77.6511
2501,1.98173,2.78364,75.8719,86.1413
2518,0,0,191.023,436.526
2523,0.993703,1.53789,31.2023,43.477
2532,1.21795,3.01139,38.9745,70.1038
2578,0.406768,0.629607,25.0162,30.1084
2591,0.9569,1.70684,126.311,200.709
2657,2.89523,4.07596,139.591,189.907
2670,0,0,99.5931,276.03
2696,1.46377,3.66515,36.5942,91.6287
2714,0,0,101.487,281.278
2715,0,0,143.881,398.779
2716,0,0,184.049,510.107
2718,0,0,26.9737,42.212
2732,3.21924,7.5149,151.305,278.197
2753,2.99744,8.30765,151.371,419.536
2762,2.20424,4.98957,167.522,268.491
2764,0,0,22.2141,54.4921
2792,0,0,53.4699,148.196
2806,0.323336,0.418901,29.6661,32.6949
2813,4.85443,13.4545,213.595,591.996
2816,0,0,159.685,442.58
2887,0,0,316.249,876.509
2894,0,0,273.414,757.789
2965,0,0,61.0274,123.575
2980,1.8375,5.09277,97.3873,269.917
2990,1.54993,2.07934,51.0023,64.1011
2991,0.629282,0.627153,35.583,29.4946
3001,1.73021,3.32417,49.7691,54.3883
3013,0.451989,0.919295,26.6674,46.7428
3031,1.72464,2.69734,125.209,155.243
3035,0.894287,1.88894,57.2343,69.7603
3133,0,0,65.1835,114.78
3185,0.533086,1.2096,41.5807,64.6443
3213,0,0,21.2988,51.0016
3218,1.74073,1.60319,68.6005,53.9805
3222,2.04295,3.96032,42.0265,72.9201
3260,0,0,23.7419,32.6254
3330,0,0,132.684,367.745
3365,0.874875,1.24148,54.6797,65.5587
3419,10.6765,26.1481,88.4626,200.475
3429,0.643159,0.628178,31.3004,27.2048
3447,5.16382,12.7871,165.242,346.565
3464,0.954937,0.779938,56.4558,31.3066
3500,0,0,4.46377,10.0619
3552,0.28984,0.261217,23.0423,17.262
3553,11.8172,32.7523,181.197,502.202
3575,0,0,63.7568,101.137
3577,0,0,14.5689,32.4418
3587,0.924059,1.30239,29.2399,33.2664
3606,0.463295,0.718316,32.4307,43.5432
3611,0,0,47.3518,92.8634
3629,2.28748,4.88315,68.6243,136.609
3644,0,0,172.463,477.995
3650,3.55887,8.26306,103.207,192.096
3659,1.89167,2.81802,63.6413,95.583
3666,2.05979,2.85501,47.6694,60.6529
3677,0,0,32.8099,84.1218
3717,0.761374,1.04561,44.2866,51.2293
3747,0.726673,1.17512,36.043,51.7293
3769,2.21644,2.50661,104.172,99.8869
3772,2.29515,5.68307,107.872,227.677
3783,0.533683,0.797023,35.0096,39.2446
3812,0.750992,1.62012,27.0357,40.4674
3814,2.98503,7.04457,83.2493,165.96
3822,0,0,40.9007,113.359
3831,2.83912,7.18898,113.565,285.193
3843,0.442006,1.22506,42.8746,118.83
3871,0,0,144.266,249.789
3873,0.890408,2.26388,50.7533,111.682
3882,5.81444,15.309,139.547,354.015
3922,0.489489,0.822045,32.551,45.9038
3938,0.13011,0.294151,21.4682,29.9923
3958,1.51848,3.36248,76.3912,172.353
3970,0,0,3.83064,10.4358
3981,1.9083,4.61722,39.311,95.1148
4009,1.00283,2.49614,39.1106,78.5483
4022,2.14176,5.40969,27.1289,68.5227
4038,1.83079,3.41809,84.2163,110.616
4073,0,0,182.142,504.822
4086,1.08765,0.76987,57.674,28.4571
4109,0.125241,0.257593,30.3084,28.6708
4142,0.784513,1.67334,67.4681,88.7031
4286,0.799509,1.74901,35.5782,60.2822
4296,0,0,139.415,386.399
4310,0,0,120.415,333.74
4323,1.37029,1.48624,51.4483,43.5284
4342,2.75575,7.63779,195.658,542.283
4349,1.83058,4.35752,104.343,239.836
4364,0.345795,0.848009,13.9471,34.203
4370,2.7426,4.23805,159.071,216.701
4371,5.95376,14.3236,178.613,355.522
4377,0,0,135.058,374.323
4378,0,0,3.47233,8.9843
4397,1.02171,2.39156,74.5851,135.472
4425,3.49424,5.02354,77.7849,104.35
4431,2.55824,3.82311,99.9845,104.471
4433,1.02196,2.17223,174.754,204.601
4460,0,0,3.94052,9.50351
4461,0.429559,0.600209,79.3251,82.7481
4476,2.85197,7.20229,134.042,326.096
4479,1.70581,1.42864,55.8265,37.2797
4483,3.01088,6.49438,115.417,246.057
4512,2.03807,3.45536,70.0357,95.0679
4532,0,0,35.8535,99.371
4533,0.684466,0.733556,41.2259,29.5845
4569,0,0,125.639,348.218
4590,0,0,25.7109,51.5933
4597,0.576556,1.59797,73.7991,204.54
4599,0,0,60.7257,168.306
4605,3.57983,5.15868,73.1307,106.201
4616,0.604857,1.60444,25.404,67.3865
4624,2.31905,3.49977,71.0788,95.0073
4627,0,0,11.8938,29.5511
4634,4.83146,13.3908,113.539,314.684
4663,1.35369,1.58088,43.5569,44.432
4670,9.03368,15.6535,193.321,312.668
4674,1.05674,1.58725,47.9056,57.1508
4686,3.51148,9.73234,386.262,1070.56
4689,4.91332,13.6177,216.186,599.178
4696,1.56489,2.40661,77.7229,115.235
4712,0,0,355.054,984.062
4717,0,0,161.193,330.216
4726,6.23854,12.3739,140.367,282.444
4745,1.72247,4.77398,36.6887,101.686
4770,0,0,114.708,225.908
4782,1.12599,1.83259,42.1443,49.3862
4791,0.755234,1.68093,29.4541,56.6638
4798,0,0,65.3311,181.07
4800,0,0,79.7085,86.3897
4801,2.36423,3.76309,79.3705,110.666
4815,0.971218,2.13905,59.7299,90.8615
4825,0.107529,0.232257,21.3983,25.8302
4831,0,0,27.1982,49.6544
4834,2.30365,5.22758,225.758,363.739
4841,1.74951,2.42755,66.1632,69.6261
4855,0,0,161.683,431.928
4868,6.61642,15.4137,71.8354,167.348
4874,1.48128,3.13378,34.2041,59.4489
4883,1.57964,2.02317,83.1945,104.045
4894,0.517189,0.44651,33.1001,23.0126
4899,3.66607,9.23133,95.8416,212.546
4915,4.88476,13.5385,288.201,798.772
4918,2.66798,7.39452,192.094,532.406
4919,5.49069,14.1149,216.882,545.568
4922,0.745672,1.30687,47.3502,74.2461
4923,1.87488,2.21642,84.5137,86.6095
4927,3.022,8.37573,131.457,364.344
4935,0.941424,1.87149,41.5572,66.9666
4940,0.565687,0.923303,25.0316,34.166
4944,6.07408,16.8348,168.05,465.763
4953,0,0,12.4202,32.6474
4957,3.45645,8.76453,44.9339,113.939
4969,0.782774,1.79294,36.7904,77.0908
4975,1.17061,1.76081,71.9928,98.2565
4979,1.73179,2.46752,81.945,94.7862
4995,2.85895,5.53576,56.9192,86.3778
5004,3.17143,8.78988,126.857,351.595
5013,0,0,113.934,233.343
5017,2.42121,6.71059,76.8735,213.061
5024,0.697689,0.747859,55.8151,44.9205
5031,0,0,15.7567,40.5555
5039,2.63996,2.69216,89.8905,80.3275
5047,2.09239,3.32484,59.4485,89.7971
5050,0.660132,1.04119,104.301,118.584
5081,0.642692,0.429268,34.8076,16.8179
5086,0.575149,1.42495,18.4048,37.9308
5093,0,0,4.25356,11.5694
5098,0,0,14.7688,40.9328
5117,0.651106,0.96348,42.0325,57.5857
5125,4.84367,13.4246,184.059,510.135
5134,0.825796,0.777252,36.9702,23.008
5139,0,0,83.7427,167.679
5158,0,0,47.4001,81.8822
5163,3.51065,9.73004,224.681,622.723
5172,0,0,29.7489,82.4516
5193,1.11992,2.8832,45.9165,99.7291
5209,0,0,36.1696,67.3815
5210,1.72663,2.8685,142.015,236.565
5211,0.483835,0.679744,32.175,32.1194
5217,0.553778,1.16355,47.348,53.1217
5219,2.10536,2.98677,57.5466,79.3427
5222,1.50161,4.16183,64.9446,179.999
5229,3.51707,7.99778,138.924,226.247
5237,0,0,49.134,92.5565
5254,0.625639,1.4053,88.2151,146.324
5267,0.12947,0.315317,22.3983,38.9605
5269,2.96238,4.86642,75.047,85.1486
5272,0,0,100.638,278.928
5275,0.675912,1.17361,25.6846,33.6495
5287,2.14945,3.15298,91.1367,107.554
5294,0,0,43.3933,120.268
5302,0,0,7.16495,16.5225
5310,0,0,148.215,410.79
5311,2.87169,3.35577,93.7078,92.177
5320,5.11132,14.1664,89.4481,247.913
5336,0,0,83.0296,230.123
5342,0.514796,0.979746,20.0771,30.4203
5351,1.38035,1.65209,56.8705,42.3815
5361,5.80742,16.0957,149.057,413.124
5363,2.29996,6.13056,78.7736,192.244
5376,0.309937,0.505274,25.4148,30.7231
5379,4.16345,7.83457,83.7894,145.517
5390,0.434201,1.04724,28.4402,52.548
5397,0.783468,0.677688,37.5225,21.9807
5407,1.07159,2.28057,50.3646,77.4682
5415,1.32712,2.88933,135.367,194.147
5430,0.682979,1.52335,19.1234,42.6538
5438,1.58983,0.898901,67.6562,33.259
5454,1.48853,1.19707,56.0288,33.4747
5463,0.827667,2.13982,42.211,92.1899
5466,2.1154,5.863,174.52,483.697
5467,1.03531,1.47353,42.3,52.3822
5473,0,0,201.83,352.976
5491,2.37295,6.57682,66.4425,184.151
5497,0.711181,1.13383,33.5677,42.487
5503,0,0,140.892,390.493
5505,0.495547,1.09493,42.617,73.8242
5527,0.591864,1.18848,15.0925,22.4667
5530,1.60906,2.36905,63.2898,85.5954
5536,1.00535,1.99804,87.2138,125.514
5542,0,0,41.0691,113.826
5547,2.40595,6.6683,206.912,573.473
5555,1.38294,1.26817,52.8857,38.3708
5560,4.05832,11.248,280.024,776.11
5573,4.64431,10.3276,152.101,230.953
5589,4.54077,12.5851,154.386,427.894
5591,1.69223,3.14043,65.2277,72.1171
5593,2.63048,7.29058,139.415,386.401
5603,0.746536,0.782918,63.9035,46.7244
5605,0,0,67.8443,112.111
5607,0,0,67.7144,187.676
