cellID,totalCellDose,statisticalError,nucleusDose,statisticalError
10,4.38777e-09,8.59917e-09,3.51022e-08,6.87934e-08
19,2.27481e-08,4.27152e-08,5.21819e-08,8.83222e-08
21,4.82116e-09,9.44854e-09,3.85693e-08,7.55883e-08
23,1.82512e-07,2.3194e-07,1.52062e-07,2.11953e-07
24,8.21101e-08,1.34392e-07,6.56881e-07,1.07514e-06
25,1.6597e-08,1.63264e-08,1.32776e-07,1.30611e-07
30,7.76092e-08,1.00215e-07,5.18701e-07,7.76497e-07
44,3.89138e-08,5.4372e-08,2.81524e-08,5.51731e-08
54,9.12015e-09,1.78737e-08,7.29612e-08,1.4299e-07
95,8.13206e-08,1.31693e-07,1.19879e-07,1.6845e-07
116,4.02506e-08,6.11423e-08,7.88708e-08,1.10623e-07
123,6.13209e-08,1.20177e-07,1.37634e-07,2.69735e-07
132,2.18908e-08,4.29017e-08,0,0
139,1.22324e-07,1.86701e-07,2.23095e-07,1.97122e-07
217,1.89907e-08,3.72181e-08,0,0
221,4.50593e-09,8.83074e-09,3.60474e-08,7.06459e-08
225,2.55802e-07,2.50107e-07,5.92876e-07,5.59636e-07
236,3.39059e-07,2.73873e-07,6.77463e-07,6.42034e-07
242,3.85349e-09,7.55208e-09,3.08279e-08,6.04167e-08
251,9.21241e-08,1.15782e-07,2.75704e-07,2.02141e-07
254,3.00092e-07,2.43806e-07,6.61732e-07,4.48733e-07
274,3.30041e-08,3.76426e-08,7.24571e-08,1.42002e-07
279,5.49455e-08,9.92879e-08,3.58479e-08,7.02549e-08
295,9.37514e-09,1.83734e-08,7.50012e-08,1.46988e-07
296,2.69454e-08,3.70753e-08,7.69641e-09,1.50835e-08
312,5.15706e-09,1.01068e-08,4.12565e-08,8.08547e-08
332,7.45148e-08,6.69824e-08,3.50538e-07,3.22289e-07
350,1.30615e-08,2.55979e-08,0,0
352,2.62697e-08,5.14835e-08,2.10158e-07,4.11868e-07
365,3.85649e-08,5.09003e-08,3.08519e-07,4.07202e-07
374,3.98433e-08,5.79364e-08,9.47663e-08,1.48909e-07
391,3.48494e-08,4.02759e-08,2.78795e-07,3.22207e-07
418,2.40826e-09,4.71973e-09,1.92661e-08,3.77578e-08
423,6.3225e-08,1.23909e-07,0,0
432,2.83119e-07,2.67499e-07,3.78675e-07,3.17056e-07
433,3.65726e-07,4.74593e-07,2.00412e-06,2.62282e-06
457,7.72745e-09,1.51443e-08,5.70412e-08,1.1179e-07
460,2.3909e-07,1.35987e-07,9.5133e-07,5.43972e-07
468,1.62957e-07,1.87478e-07,4.85688e-07,5.89402e-07
499,1.98167e-07,1.89541e-07,3.1567e-07,2.66502e-07
513,6.99359e-08,9.43371e-08,3.57552e-08,4.95912e-08
527,3.98832e-08,7.1519e-08,2.8512e-08,5.58779e-08
534,4.17471e-08,4.39017e-08,4.17198e-08,8.17627e-08
541,3.90183e-08,5.90705e-08,0,0
544,5.92978e-09,9.76254e-09,4.74383e-08,7.81003e-08
546,1.45394e-07,1.11403e-07,3.03757e-07,2.86254e-07
556,1.02244e-08,2.00378e-08,8.17953e-08,1.60303e-07
570,2.88293e-08,4.40362e-08,6.18348e-08,1.21184e-07
576,8.11849e-08,1.59106e-07,4.14494e-07,8.12327e-07
591,1.13049e-09,2.21555e-09,9.04395e-09,1.77244e-08
655,4.907e-08,8.09412e-08,6.6687e-08,1.07037e-07
699,4.02553e-08,5.6087e-08,1.12028e-07,1.78776e-07
717,1.34653e-07,1.84084e-07,4.27042e-07,7.38605e-07
738,1.69174e-09,3.31548e-09,1.35339e-08,2.65238e-08
740,4.57488e-08,5.60551e-08,2.41168e-07,2.74393e-07
757,1.54176e-07,1.67141e-07,2.67518e-07,3.36539e-07
761,2.59687e-07,2.55487e-07,2.26995e-07,4.44866e-07
763,6.72125e-09,1.31723e-08,5.377e-08,1.05379e-07
765,6.96012e-08,1.05811e-07,1.52778e-07,2.99415e-07
768,5.36931e-09,1.05228e-08,4.29545e-08,8.41824e-08
770,2.309e-09,4.52519e-09,1.8472e-08,3.62015e-08
772,1.49927e-07,2.93827e-07,8.91575e-08,1.74731e-07
774,1.49558e-07,2.93104e-07,4.066e-07,7.96857e-07
802,1.70626e-07,2.42015e-07,2.13541e-07,4.18498e-07
814,9.95458e-09,1.9509e-08,7.96367e-08,1.56072e-07
824,1.66851e-08,1.91827e-08,1.3348e-07,1.53462e-07
831,2.23204e-08,4.37436e-08,1.78563e-07,3.49949e-07
873,7.78094e-07,3.69378e-07,4.34017e-06,2.49687e-06
936,1.4604e-08,2.8621e-08,1.16832e-07,2.28968e-07
939,1.94545e-07,1.89583e-07,4.9114e-07,4.43301e-07
956,9.5746e-07,4.95461e-07,1.51372e-06,1.01049e-06
981,8.96773e-07,6.15721e-07,3.1371e-06,2.13136e-06
1017,3.85984e-08,7.56453e-08,0,0
1035,1.3106e-08,2.56851e-08,1.04848e-07,2.05481e-07
1047,1.10589e-08,1.13216e-08,8.84711e-08,9.05727e-08
1056,1.0521e-08,2.06191e-08,8.41682e-08,1.64953e-07
1082,3.2187e-09,6.30802e-09,2.57496e-08,5.04642e-08
1101,5.93961e-07,3.43978e-07,1.90719e-06,1.24088e-06
1146,6.73991e-09,1.32089e-08,5.39193e-08,1.05671e-07
1153,2.54841e-08,4.99438e-08,2.03872e-07,3.9955e-07
1175,1.19753e-08,2.34692e-08,9.58024e-08,1.87754e-07
1176,5.28609e-09,1.03597e-08,4.22887e-08,8.28775e-08
1185,8.50446e-08,8.6606e-08,9.44172e-08,1.46256e-07
1200,3.49007e-06,8.0287e-07,9.73946e-06,2.62446e-06
1235,2.58716e-07,2.11549e-07,6.55494e-07,5.93439e-07
1238,2.01972e-08,2.80822e-08,8.74795e-08,1.71443e-07
1288,7.01751e-08,9.72753e-08,2.8845e-07,5.65306e-07
1331,6.22485e-08,5.74695e-08,1.20552e-07,1.65225e-07
1336,6.32615e-07,5.9534e-07,1.41551e-06,1.51844e-06
1337,6.2024e-09,1.21555e-08,4.96192e-08,9.72439e-08
1372,4.67279e-08,6.07595e-08,3.73823e-07,4.86076e-07
1376,1.27482e-07,1.71248e-07,0,0
1380,1.10291e-06,5.82318e-07,1.78958e-06,1.00528e-06
1392,1.46902e-08,1.77402e-08,9.90287e-08,1.37226e-07
1411,1.60177e-07,1.87168e-07,4.66113e-07,5.23757e-07
1426,2.23254e-08,3.19582e-08,1.78603e-07,2.55666e-07
1428,4.45802e-08,8.47825e-08,1.07201e-08,2.10094e-08
1442,1.05062e-07,1.0173e-07,2.59778e-07,3.2164e-07
1444,4.05482e-08,6.56462e-08,6.42092e-08,1.25837e-07
1457,8.20191e-08,8.69576e-08,2.67874e-07,3.07457e-07
1464,1.1802e-07,1.17948e-07,3.66026e-07,3.85456e-07
1477,1.07212e-08,1.50761e-08,8.57694e-08,1.20609e-07
1496,4.02793e-08,6.00482e-08,0,0
1505,1.37888e-07,2.70234e-07,5.90168e-08,1.15661e-07
1540,2.97893e-07,2.45345e-07,1.07644e-06,9.02209e-07
1543,1.07646e-08,1.8714e-08,8.61165e-08,1.49712e-07
1559,1.84989e-08,3.62543e-08,0,0
1575,2.03175e-07,1.62236e-07,3.75021e-07,3.1662e-07
1604,2.75018e-08,4.36671e-08,4.84708e-08,9.49933e-08
1628,1.68253e-08,3.29743e-08,1.34602e-07,2.63794e-07
1639,1.18479e-08,1.73061e-08,9.47833e-08,1.38449e-07
1644,1.06329e-07,9.40566e-08,6.645e-07,6.58263e-07
1656,2.9816e-08,3.93192e-08,9.27063e-08,1.31504e-07
1704,3.76216e-07,2.82525e-07,1.10296e-06,7.64741e-07
1711,2.46468e-08,2.59301e-08,1.97174e-07,2.07441e-07
1734,3.81845e-07,2.73354e-07,7.09151e-07,4.19651e-07
1735,1.80008e-07,1.92007e-07,2.01347e-07,2.26809e-07
1745,3.37187e-09,6.60821e-09,0,0
1832,1.47065e-08,2.88218e-08,0,0
1885,1.3857e-07,1.50462e-07,0,0
1915,2.40257e-07,4.70856e-07,2.53446e-07,4.96704e-07
1947,2.7445e-08,5.37868e-08,0,0
1956,1.78194e-07,2.46133e-07,2.10281e-07,2.1263e-07
1957,2.08309e-09,4.08245e-09,1.66647e-08,3.26596e-08
1963,3.95187e-07,2.93208e-07,3.14646e-07,2.27604e-07
1998,2.67984e-08,3.28418e-08,1.04918e-07,1.51724e-07
2013,1.16279e-07,2.27885e-07,0,0
2027,4.52669e-08,5.07579e-08,1.97731e-07,2.47232e-07
2064,1.11713e-07,2.18935e-07,0,0
2075,6.4775e-08,1.26946e-07,6.56057e-08,1.28574e-07
2076,2.92519e-09,5.7328e-09,2.34015e-08,4.58624e-08
2086,5.45862e-08,6.61735e-08,2.08636e-07,2.42137e-07
2088,9.75302e-07,6.89108e-07,3.0679e-06,2.74364e-06
2116,1.65149e-08,3.23659e-08,1.87999e-08,3.6844e-08
2121,5.37009e-07,5.32203e-07,2.09236e-06,2.06091e-06
2204,2.34032e-07,2.20017e-07,3.72885e-07,3.08142e-07
2214,2.17947e-07,1.41938e-07,6.47868e-07,4.35158e-07
2226,2.94628e-07,2.23172e-07,4.53111e-07,3.70109e-07
2227,5.03065e-08,6.00079e-08,7.66846e-08,1.50287e-07
2228,4.04538e-07,2.13179e-07,1.20818e-06,5.60046e-07
2233,5.1749e-09,1.01418e-08,4.13992e-08,8.11343e-08
2247,1.29951e-08,2.54678e-08,2.06042e-08,4.03802e-08
2253,3.06008e-08,4.42868e-08,1.59295e-07,3.12188e-07
2258,3.91967e-09,7.68178e-09,3.13574e-08,6.14543e-08
2265,4.40545e-08,6.87358e-08,1.45312e-07,2.04253e-07
2269,3.92926e-07,2.57401e-07,4.07009e-07,2.72691e-07
2271,6.25797e-08,8.67275e-08,0,0
2299,7.43996e-08,6.52421e-08,2.10647e-07,2.16266e-07
2366,1.59799e-07,1.58287e-07,2.7863e-07,3.82589e-07
2391,1.5643e-08,2.87009e-08,0,0
2439,1.00438e-07,1.96839e-07,0,0
2443,5.23206e-08,1.02538e-07,0,0
2447,1.42492e-07,1.58452e-07,3.62985e-07,3.53054e-07
2449,1.0188e-07,1.67896e-07,1.3436e-07,1.57019e-07
2452,1.07979e-07,1.27286e-07,1.77777e-08,3.48408e-08
2456,7.02582e-09,1.00875e-08,5.62066e-08,8.06998e-08
2469,2.94715e-08,3.86351e-08,1.85097e-08,2.82803e-08
2479,1.89895e-07,3.39926e-07,9.7086e-07,1.9027e-06
2488,2.00555e-08,2.84287e-08,1.60444e-07,2.2743e-07
2499,7.17361e-09,1.0997e-08,5.73888e-08,8.7976e-08
2507,1.00052e-08,1.96083e-08,7.94958e-08,1.55796e-07
2516,4.02424e-07,3.66553e-07,8.48793e-07,5.1154e-07
2519,2.14118e-07,3.45523e-07,2.32366e-07,2.26446e-07
2523,5.30423e-08,5.14286e-08,4.24339e-07,4.11429e-07
2526,2.77081e-08,5.43024e-08,2.95649e-08,5.79414e-08
2530,5.02163e-08,6.17556e-08,5.0518e-08,8.20306e-08
2532,1.91297e-08,3.74904e-08,0,0
2541,8.40913e-08,1.64803e-07,0,0
2543,1.415e-08,2.01877e-08,1.132e-07,1.61502e-07
2549,2.56551e-08,3.88528e-08,5.73707e-08,1.12435e-07
2559,8.25012e-09,1.61686e-08,6.6001e-08,1.29349e-07
2566,5.35559e-08,9.71457e-08,1.35122e-07,2.09955e-07
