cellID,SSB,statisticalError,DSB,statisticalError
1,3.38e-05,3.78788e-05,8e-07,1.23941e-06
5,3.8e-06,5.27277e-06,0,0
27,1e-05,1.9598e-05,0,0
30,1.8e-06,3.52765e-06,0,0
633,1.06e-05,2.07739e-05,2e-07,3.91961e-07
720,1.14e-05,1.79823e-05,0,0
772,2.9e-05,3.60657e-05,6e-07,1.17588e-06
1169,0.0001036,0.000170134,4.2e-06,7.84893e-06
1170,2.82e-05,3.73389e-05,6e-07,1.17588e-06
1386,8.4e-06,1.64624e-05,2e-07,3.91961e-07
1715,9.4e-06,1.72861e-05,0,0
1758,9.4e-06,1.84222e-05,2e-07,3.91961e-07
1782,6.4e-06,1.25427e-05,0,0
2063,7e-06,1.37186e-05,0,0
2098,1.46e-05,1.86269e-05,6e-07,8.76381e-07
3000,4.2e-06,7.48824e-06,0,0
3229,4.2e-06,8.23118e-06,0,0
3281,4.4e-06,8.62314e-06,0,0
3353,1.38e-05,2.70453e-05,6e-07,1.17588e-06
3683,6.4e-06,9.68006e-06,0,0
3734,5.6e-06,8.44251e-06,0,0
3739,2.8e-06,5.48745e-06,0,0
3828,1.94e-05,2.85787e-05,2e-07,3.91961e-07
3835,2.2e-06,4.31157e-06,0,0
3845,2.06e-05,2.67965e-05,2e-07,3.91961e-07
4027,9.4e-06,1.30516e-05,0,0
4049,1.46e-05,1.68511e-05,0,0
4058,5.26e-05,6.10403e-05,1.6e-06,2.41604e-06
4059,2.62e-05,5.13469e-05,1.6e-06,3.13569e-06
4064,4.6e-06,9.0151e-06,2e-07,3.91961e-07
4120,2.22e-05,3.57613e-05,0,0
4121,2.64e-05,4.19394e-05,8e-07,1.23941e-06
4156,2.4e-06,4.70353e-06,0,0
4178,1.6e-06,3.13569e-06,0,0
4204,4.8e-06,9.40706e-06,4e-07,7.83922e-07
4207,4.4e-06,8.62314e-06,0,0
4211,1.62e-05,2.51604e-05,0,0
4212,4.6e-06,9.0151e-06,0,0
4216,3e-05,3.61608e-05,6e-07,8.76381e-07
4218,6.8e-06,1.33267e-05,0,0
4231,8.6e-06,1.23005e-05,0,0
4233,4.4e-06,8.62314e-06,2e-07,3.91961e-07
4235,1.06e-05,2.07739e-05,0,0
4236,1.42e-05,1.96938e-05,0,0
4237,1.04e-05,1.78498e-05,0,0
4238,5.4e-05,6.53541e-05,8e-07,1.56784e-06
4240,8.8e-06,1.23937e-05,0,0
4251,2.04e-05,3.27969e-05,1.4e-06,2.74373e-06
4254,1.18e-05,1.44579e-05,6e-07,8.76381e-07
4262,3e-06,5.87941e-06,0,0
4268,3.22e-05,2.95065e-05,4e-07,5.54261e-07
4269,9.2e-06,1.21683e-05,2e-07,3.91961e-07
4272,1.54e-05,1.82346e-05,0,0
4276,7.4e-06,1.23758e-05,4e-07,7.83922e-07
4277,5e-06,9.79902e-06,0,0
4278,2.64e-05,4.79788e-05,4e-07,7.83922e-07
4279,1.24e-05,1.71821e-05,2e-07,3.91961e-07
4280,5.4e-06,1.05829e-05,0,0
4284,3.4e-06,6.66333e-06,0,0
4285,2.8e-05,3.398e-05,2e-07,3.91961e-07
4286,3.38e-05,4.96082e-05,1.8e-06,2.85337e-06
4287,5.4e-06,7.60979e-06,0,0
4288,4.6e-06,9.0151e-06,0,0
4289,2.02e-05,2.82212e-05,4e-07,7.83922e-07
4290,1.02e-05,1.999e-05,0,0
4291,6.4e-06,1.25427e-05,0,0
4293,1.82e-05,2.02302e-05,0,0
4294,5.4e-06,1.05829e-05,0,0
4295,2.48e-05,3.62318e-05,1.2e-06,2.35176e-06
4296,3.6e-06,7.05529e-06,0,0
4297,5e-06,9.79902e-06,0,0
