cellID,totalCellDose,statisticalError,nucleusDose,statisticalError
4,1.51338e-07,2.96593e-07,0,0
6,1.60545e-08,3.14636e-08,1.28436e-07,2.51709e-07
17,1.46398e-08,2.86912e-08,1.17119e-07,2.29529e-07
22,1.954e-08,3.82945e-08,1.5632e-07,3.06356e-07
26,1.13695e-08,2.22819e-08,9.09556e-08,1.78255e-07
29,7.54587e-10,1.47884e-09,6.03669e-09,1.18307e-08
51,2.25355e-07,2.32624e-07,2.42574e-07,2.61959e-07
79,2.94532e-09,5.77226e-09,2.35626e-08,4.61781e-08
101,2.17409e-07,2.59293e-07,5.16429e-07,6.34957e-07
132,1.44374e-07,2.44191e-07,0,0
139,4.03738e-08,6.13081e-08,1.88183e-07,2.6112e-07
159,8.22433e-09,1.61181e-08,6.57947e-08,1.28945e-07
172,6.70766e-08,1.31457e-07,0,0
175,1.75933e-08,3.44794e-08,1.40746e-07,2.75836e-07
208,2.04991e-08,3.35278e-08,3.05865e-08,5.99436e-08
225,1.97797e-07,2.90588e-07,1.92252e-07,3.11363e-07
251,2.35377e-08,4.61294e-08,1.88302e-07,3.69035e-07
293,1.31681e-08,2.58069e-08,1.2825e-08,2.51345e-08
304,8.58734e-07,5.91941e-07,1.54308e-06,1.10127e-06
314,6.58376e-08,7.53203e-08,3.90665e-07,3.91357e-07
344,4.32081e-06,9.61819e-07,1.05826e-05,2.2626e-06
350,3.02933e-09,5.9369e-09,0,0
354,2.40672e-07,1.4451e-07,7.07431e-07,4.09594e-07
391,9.27714e-08,1.76639e-07,0,0
470,3.78716e-08,5.07209e-08,1.12462e-07,1.58996e-07
499,2.16689e-07,2.9528e-07,1.09517e-06,1.97863e-06
522,2.37076e-08,2.68479e-08,1.89661e-07,2.14783e-07
534,4.89988e-09,9.60281e-09,3.9199e-08,7.68224e-08
556,4.00262e-07,3.91467e-07,7.69548e-07,5.60506e-07
588,2.01129e-07,3.65524e-07,3.03209e-07,3.8817e-07
633,1.81261e-07,1.35863e-07,6.22002e-07,4.22973e-07
658,8.41746e-08,7.8388e-08,1.77929e-07,2.57378e-07
661,3.33272e-08,6.53149e-08,0,0
699,4.51394e-09,8.84643e-09,3.61115e-08,7.07715e-08
704,5.74244e-09,1.12541e-08,4.59395e-08,9.00324e-08
717,1.53808e-07,9.55045e-08,4.79234e-07,3.92848e-07
734,1.31284e-08,2.57292e-08,1.05027e-07,2.05833e-07
746,2.85088e-07,1.76856e-07,5.87277e-07,3.34187e-07
763,6.19267e-07,3.64924e-07,1.52105e-06,9.82536e-07
767,2.51989e-07,2.37375e-07,2.66369e-07,2.27433e-07
768,3.2927e-09,6.45304e-09,2.63416e-08,5.16243e-08
770,3.58723e-08,5.18485e-08,2.86979e-07,4.14788e-07
773,4.4649e-08,8.75034e-08,0,0
802,1.03564e-08,2.02966e-08,0,0
831,5.01582e-09,9.83002e-09,4.01266e-08,7.86402e-08
846,9.94436e-08,1.44266e-07,7.68463e-08,1.07208e-07
884,2.53645e-07,2.58258e-07,1.53791e-07,2.20127e-07
936,4.33973e-09,8.50502e-09,3.47178e-08,6.80402e-08
961,3.76822e-08,7.38498e-08,0,0
977,7.1815e-08,4.98913e-08,5.72882e-07,3.97773e-07
980,2.05585e-07,1.45412e-07,5.11502e-07,3.68238e-07
1032,6.41294e-09,1.25681e-08,5.13035e-08,1.00545e-07
1075,2.76317e-07,3.13103e-07,7.87765e-07,8.7103e-07
1077,7.60098e-09,1.48964e-08,6.08078e-08,1.19171e-07
1094,1.35361e-09,2.65281e-09,1.02358e-08,2.00602e-08
1116,2.65146e-07,1.64705e-07,9.33557e-07,4.58053e-07
1145,4.05393e-09,7.9449e-09,3.24314e-08,6.35592e-08
1176,5.61948e-08,6.29574e-08,4.49558e-07,5.0366e-07
1201,2.79241e-07,5.20165e-07,6.38961e-07,1.04183e-06
1203,3.63711e-08,5.62874e-08,0,0
1207,8.09238e-08,8.73946e-08,4.56164e-07,5.90344e-07
1216,1.397e-07,1.12651e-07,2.88788e-07,2.69822e-07
1288,1.19403e-08,2.34007e-08,9.55226e-08,1.87206e-07
1299,2.40793e-07,2.01173e-07,6.86836e-07,7.26736e-07
1306,1.88316e-09,3.69063e-09,1.50653e-08,2.9525e-08
1309,4.35147e-09,8.52802e-09,3.48117e-08,6.82242e-08
1340,3.0251e-08,5.92861e-08,3.1031e-08,6.08146e-08
1354,2.64022e-09,5.17431e-09,2.11218e-08,4.13945e-08
1357,4.56075e-07,2.53035e-07,1.43004e-06,7.78966e-07
1375,1.18358e-07,1.07365e-07,3.85614e-07,4.0109e-07
1376,4.41277e-08,5.61551e-08,8.59225e-08,1.13237e-07
1389,1.98327e-07,2.22287e-07,7.90601e-07,8.54168e-07
1392,6.09509e-08,1.19452e-07,1.46824e-07,2.87746e-07
1406,2.75595e-08,4.44967e-08,4.43195e-08,8.68576e-08
1442,7.03545e-07,3.21456e-07,2.03374e-06,8.953e-07
1443,1.20935e-06,4.88183e-07,2.57824e-06,8.93604e-07
1444,2.72549e-08,5.34142e-08,0,0
1450,5.41725e-07,5.41186e-07,1.57041e-06,2.7688e-06
1467,3.07418e-08,6.02478e-08,0,0
1504,6.23766e-08,8.69851e-08,2.21245e-07,4.33597e-07
1537,6.97748e-07,4.79007e-07,7.81924e-07,4.45568e-07
1543,6.37512e-07,3.83807e-07,1.42087e-06,9.37654e-07
1550,6.28404e-08,1.04218e-07,7.9272e-08,1.55358e-07
1554,1.26718e-07,1.03771e-07,3.48027e-07,2.82841e-07
1603,1.18631e-07,1.80439e-07,3.18916e-07,4.22336e-07
1624,2.59303e-07,3.32688e-07,8.19807e-07,6.44254e-07
1650,1.36272e-08,2.42592e-08,1.09017e-07,1.94073e-07
1652,5.33596e-08,9.88405e-08,2.41227e-08,4.72757e-08
1656,6.25371e-08,7.18487e-08,2.02407e-07,2.62451e-07
1676,5.66812e-08,6.85705e-08,6.35007e-08,9.23752e-08
1691,3.3606e-08,6.58612e-08,4.01106e-08,7.8609e-08
1704,1.72749e-08,2.7376e-08,3.07595e-08,6.02825e-08
1715,1.61442e-07,2.67794e-07,7.99256e-07,1.44699e-06
1720,7.05274e-09,1.3822e-08,5.6422e-08,1.10576e-07
1744,2.76476e-08,4.45156e-08,4.51581e-08,8.8501e-08
1779,5.09184e-07,2.96559e-07,7.48076e-07,5.24099e-07
1817,4.58691e-09,8.98945e-09,3.66953e-08,7.19156e-08
1819,2.70946e-08,3.31428e-08,1.81609e-07,2.43143e-07
1832,3.35905e-08,5.2259e-08,6.57834e-08,1.28923e-07
1867,8.25406e-09,1.61763e-08,6.60325e-08,1.29411e-07
1955,2.69898e-07,2.77167e-07,3.10271e-07,4.37904e-07
1980,1.37493e-06,4.75807e-07,4.12788e-06,1.48972e-06
1992,3.70665e-08,7.2643e-08,0,0
2013,2.39811e-07,2.44116e-07,1.37967e-06,1.34932e-06
2027,3.57425e-09,7.00483e-09,2.8594e-08,5.60386e-08
2065,6.38828e-08,1.25198e-07,3.9266e-07,7.69537e-07
2088,1.95022e-08,3.82204e-08,0,0
2104,2.23128e-09,4.37288e-09,1.78503e-08,3.4983e-08
2117,2.08941e-08,4.09484e-08,0,0
2149,1.76081e-07,3.45085e-07,4.81415e-07,9.4348e-07
2164,6.21832e-07,4.89733e-07,1.8528e-06,1.58573e-06
2169,3.27284e-09,6.41412e-09,2.61827e-08,5.1313e-08
2173,5.94992e-10,1.16607e-09,4.75993e-09,9.32854e-09
2182,3.21882e-08,4.78912e-08,0,0
2190,6.84846e-07,3.54599e-07,2.16965e-06,1.44702e-06
